Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Species Comments,Checklist Comments
S22352450,Black-capped Chickadee,Poecile atricapillus,20246,X,CA-QC,Rimouski-Neigette,Sentier du littoral,48.4431235,-68.5590649,03-14-2015,09:40 AM,eBird - Traveling Count,120,1,4,,2,,,Almost everything in the forest at the western part of the walk
S22389268,Black-capped Chickadee,Poecile atricapillus,20246,X,CA-QC,Rivière-du-Loup,Parc des Chutes,47.833094,-69.5290375,03-16-2015,05:00 PM,eBird - Traveling Count,60,1,2.8,,2
S18436966,Black-capped Chickadee,Poecile atricapillus,20246,10,CA-SK,Saskatoon,East of Saskatoon,52.1165993,-106.5565681,05-17-2014,04:00 PM,eBird - Casual Observation,0,1,,,1,,,running along the lacks
S18544905,Black-capped Chickadee,Poecile atricapillus,20246,1,CA-SK,Saskatoon,south east saskatoon,51.9425718,-106.3833618,05-24-2014,06:30 AM,eBird - Traveling Count,480,1,320,,2,,,part of the saskatoon nature societe bird count (group SE2B) http://www.saskatoonnaturesociety.sk.ca/fieldnotes/birdcount-may2014-short.pdf
S22389102,Black-capped Chickadee,Poecile atricapillus,20246,X,CA-QC,Témiscouata,"Barrage, Lac Témiscouata",47.5708305,-68.6421511,03-16-2015,12:00 PM,eBird - Stationary Count,20,1,,,2
S22389241,Black-capped Chickadee,Poecile atricapillus,20246,X,CA-QC,Témiscouata,PN du Lac-Témiscouata--Entrée St-Juste,47.67422,-68.79568,03-16-2015,,eBird - Casual Observation,0,0
S22389182,Black-capped Chickadee,Poecile atricapillus,20246,X,CA-QC,Témiscouata,Pont Degelis,47.5500869,-68.6371708,03-16-2015,12:45 PM,eBird - Stationary Count,15,1,,,2
S22544431,Black-capped Chickadee,Poecile atricapillus,20246,5,CA-ON,Waterloo,Conservation Dr Lake 1,43.492705,-80.5750823,03-27-2015,11:45 AM,eBird - Stationary Count,5,1,,,2
S22544463,Black-capped Chickadee,Poecile atricapillus,20246,5,CA-ON,Waterloo,Conservation Dr Lake 2,43.4908759,-80.5800444,03-27-2015,12:00 PM,eBird - Traveling Count,10,1,.5,,2
S22544110,Black-capped Chickadee,Poecile atricapillus,20246,5,CA-ON,Waterloo,Feeder in Residential area,43.4826247,-80.5870128,03-27-2015,01:00 PM,eBird - Stationary Count,5,1,,,2
S22544266,Black-capped Chickadee,Poecile atricapillus,20246,X,CA-ON,Waterloo,Laurelwood Dr. at Laurel Gate Dr.,43.4741544,-80.5745244,03-27-2015,01:30 PM,eBird - Stationary Count,5,1,,,2
S22543866,Black-capped Chickadee,Poecile atricapillus,20246,6,CA-ON,Waterloo,University of Waterloo,43.4693659,-80.5520153,03-27-2015,09:30 AM,eBird - Stationary Count,15,1,,,2,,,"- <b>Weather:</b> -5°C, very light snow occasionally   - <b>Effort:</b> Counted all individual species."
S22544345,Black-capped Chickadee,Poecile atricapillus,20246,20,CA-ON,Waterloo,Waterloo--Columbia Lake trails,43.4778555,-80.5594766,03-27-2015,11:00 AM,eBird - Traveling Count,30,1,2,,2
S19330039,Black-capped Chickadee,Poecile atricapillus,20246,X,CA-ON,Waterloo,Waterloo--Laurel Creek CA (general location),43.4790826,-80.5771637,10-06-2012,02:00 PM,eBird - Traveling Count,180,0,4,,2,,,avec ... Bally pour faire du kayak sur le lac
S22544206,Black-capped Chickadee,Poecile atricapillus,20246,3,CA-ON,Waterloo,Waterloo--Laurel Creek CA (tower area),43.4782513,-80.5822543,03-27-2015,01:10 PM,eBird - Stationary Count,10,1,,,2,,heard,"- <b>Weather:</b> -5°C, very light snow occasionally  - <b>Spot:</b> From observation tower & side of the road   - <b>Effort:</b> Estimated as best as possible, difficult to see birds inside river or ditch."
S19330408,Blue Tit,Cyanistes caeruleus,20429,X,GB-ENG,Cambridgeshire,Langham Road,52.190767,.1534545,04-25-2013,,eBird - Casual Observation,0,1,,,,,,"du 22/4 au 10/05 au retour du canada, surprise pour ameline"
S19305308,Blue Tit,Cyanistes caeruleus,20429,X,GB-WLS,Ceredigion,Dyfi Estuary,52.5460173,-3.9811363,07-31-2014,04:00 PM,eBird - Traveling Count,90,1,1,,2
S19305455,Blue Tit,Cyanistes caeruleus,20429,X,GB-WLS,Conwy,Conwy RSPB Reserve,53.2791271,-3.8040794,08-01-2014,09:00 AM,eBird - Traveling Count,90,1,1,,2
S20772645,Blue Tit,Cyanistes caeruleus,20429,X,GB-ENG,Derbyshire,Carsington Water,53.0587551,-1.6294098,12-10-2013,10:00 AM,eBird - Traveling Count,120,1,4,,4,,,visiting ben in Darby
S19305164,Blue Tit,Cyanistes caeruleus,20429,X,GB-ENG,Devon,Bowling Green--marsh,50.679316,-3.4571837,07-06-2014,11:00 AM,eBird - Traveling Count,120,1,3,,1,,,apres le mariage de sarah et sam avec Ben et Becca
S19305250,Blue Tit,Cyanistes caeruleus,20429,X,GB-WLS,Gwynedd,"Tonfanau, Aber Dysynni estuary",52.6114393,-4.1272545,07-31-2014,06:00 AM,eBird - Traveling Count,180,1,5,,2,,,"Avec David, Benoit et Ameline. on the birdtrip !!!"
S19304651,Blue Tit,Cyanistes caeruleus,20429,X,GB-ENG,Hampshire,Farlington Marshes LNR,50.8338007,-1.0290456,02-02-2014,02:00 PM,eBird - Traveling Count,180,1,3,,3
S19935728,Blue Tit,Cyanistes caeruleus,20429,1,GB-ENG,London,"London W14 9DZ, 31 Baron's Court Road",51.48959,-.21166,09-25-2014,10:28 AM,eBird - Stationary Count,2,1,,,1,,,Submitted from  BirdLog Euro for Android v1.9.6
S19938930,Blue Tit,Cyanistes caeruleus,20429,X,GB-ENG,London,London Wetland Centre WWT,51.479496,-.232569,09-25-2014,11:00 AM,eBird - Traveling Count,180,1,3,,1
S22614400,Blue Tit,Cyanistes caeruleus,20429,2,GB-ENG,London,London Wetland Centre WWT,51.479496,-.232569,03-31-2015,11:00 AM,eBird - Traveling Count,120,1,1.2,,2,,,"- <b>Weather:</b> 10°C, moderate to strong wind, sunny, no rain.  - <b>Effort:</b> Start counting all species, but impossible to have any good estimate, every location reveal new individu which might or might not be already count.  - <b>Location:</b> North (green) and South (blue) path. <a href=""http://www.wwt.org.uk/uploads/documents/1337783704_WWTLondonMAPnew.pdf"">View WWT London map.</a>  <img src=""http://api.tiles.mapbox.com/v4/rafnuss.lhm42ih3/-0.232466,51.478827,15/600x300.png?access_token&#61;pk.eyJ1IjoicmFmbnVzcyIsImEiOiIzMVE1dnc0In0.3FNMKIlQ_afYktqki-6m0g"" alt=""Mapbox Map of -0.232466,51.478827"" />  <a href=""https://www.mapbox.com/about/maps/"">© Mapbox © OpenStreetMap</a>  - <b>Other species:</b> <a href=""http://www.wwt.org.uk/news/all-news/2015/03/wwt-london-sightings/wildlife-sightings-for-31st-march-2015/"">View WWT post of the day</a> (1 Peregrine, 2 Red-Creasted Pochard)"
S22610942,Blue Tit,Cyanistes caeruleus,20429,8,GB-ENG,London,Path along Thames - near WWT London,51.4825321,-.2271938,03-31-2015,09:50 AM,eBird - Traveling Count,50,1,1.3,,2,,,"- <b>Weather:</b> 10°C, moderate wind (more on the Thames, less on the path)   - <b>Effort:</b> Walk with very few stop.  - <b>Path:</b> walk from Hammersmith bridge to WWT London (purple path)  <img src=""http://api.tiles.mapbox.com/v4/rafnuss.lhm42ih3/-0.227375,51.483317,14/600x300.png?access_token&#61;pk.eyJ1IjoicmFmbnVzcyIsImEiOiIzMVE1dnc0In0.3FNMKIlQ_afYktqki-6m0g"" alt=""Mapbox Map of -0.227375, 51.483317"" />  <a href=""https://www.mapbox.com/about/maps/"">© Mapbox © OpenStreetMap</a>"
S19305396,Blue Tit,Cyanistes caeruleus,20429,X,GB-ENG,West Midlands,Sandwell Valley RSPB Reserve,52.5314697,-1.9507599,07-31-2014,12:00 PM,eBird - Traveling Count,120,1,2,,2
S19304617,Blue Tit,Cyanistes caeruleus,20429,X,GB-ENG,West Sussex,WWT Arundel Wetland Centre,50.8626793,-.5493593,02-02-2014,08:00 AM,eBird - Traveling Count,240,1,2,,3
S23764500,Blue Tit,Cyanistes caeruleus,20429,X,FR-U,,Alpilles,43.7475371,4.8532104,06-03-2015,05:44 PM,eBird - Traveling Count,120,1,5,,1,,,Submitted from  BirdLog Euro for Android v1.9.6
S19304966,Blue Tit,Cyanistes caeruleus,20429,X,FR-A,,Altkirch -- home,47.6244067,7.2413957,04-02-2014,12:00 PM,eBird - Casual Observation,0,1,,,1,,,a la maison...
S19304980,Blue Tit,Cyanistes caeruleus,20429,X,FR-A,,Altkirch -- home,47.6244067,7.2413957,07-31-2014,02:00 PM,eBird - Casual Observation,0,1,,,1,,,all recorded during July
S20228208,Blue Tit,Cyanistes caeruleus,20429,X,FR-A,,Altkirch -- home,47.6244067,7.2413957,10-11-2014,08:00 AM,eBird - Stationary Count,1,1,,,1
S20621786,Blue Tit,Cyanistes caeruleus,20429,X,FR-A,,Altkirch -- home,47.6244067,7.2413957,11-21-2014,,eBird - Casual Observation,0,0
S23316974,Blue Tit,Cyanistes caeruleus,20429,5,FR-A,,Altkirch--Parcours vita,47.6078,7.24669,05-09-2015,07:33 AM,eBird - Traveling Count,41,1,2,,1,,,Submitted from  BirdLog Euro for Android v1.9.6
S23316983,Blue Tit,Cyanistes caeruleus,20429,1,FR-A,,Altkirch--Piste cyclable,47.62229,7.22693,05-09-2015,08:52 AM,eBird - Traveling Count,29,1,.5,,2,,,Submitted from  BirdLog Euro for Android v1.9.6
S24396853,Blue Tit,Cyanistes caeruleus,20429,X,FR-H,,Asco,42.4543045,9.0350103,07-25-2015,05:07 PM,eBird - Casual Observation,0,1,,,1,,,"Submitted from  BirdLog Euro for Android v1.9.6  Appenrently good hotspot for Lammageir. Here is a good location : <a href=""https://www.google.com/maps/place/42%C2%B026'56.5%22N+9%C2%B001'44.6%22E/@42.449239,9.029205,3a,75y,174.99h,81.23t/data&#61;!3m7!1e1!3m5!1sDYKH9V9IiiAesb4fycVV0w!2e0!6s%2F%2Fgeo2.ggpht.com%2Fcbk%3Fpanoid%3DDYKH9V9IiiAesb4fycVV0w%26output%3Dthumbnail%26cb_client%3Dmaps_sv.tactile.gps%26thumb%3D2%26w%3D100%26h%3D80%26yaw%3D241.32573%26pitch%3D0!7i13312!8i6656!4m2!3m1!1s0x0:0x0"">42°26'56.5""N 9°01'44.6""E </a>"
S23796242,Blue Tit,Cyanistes caeruleus,20429,1,FR-U,,"Aureille, Chemin de la Station",43.70843,4.96184,06-05-2015,08:34 AM,eBird - Traveling Count,185,1,4,,3,,,Submitted from  BirdLog Euro for Android v1.9.6
S21831188,Blue Tit,Cyanistes caeruleus,20429,X,CH-VD,,Bais du Temple,46.5139586,6.5049791,02-14-2015,02:00 PM,eBird - Traveling Count,30,1,.5,,2
S19330970,Blue Tit,Cyanistes caeruleus,20429,X,DE-BY,,Bavaria,47.6287194,10.0483704,07-01-2013,,eBird - Casual Observation,0,1
S20228215,Blue Tit,Cyanistes caeruleus,20429,X,CH-BL,,Bienenberg,47.4953295,7.7113871,10-11-2014,08:00 AM,eBird - Casual Observation,0,0,,,1
S21029229,Blue Tit,Cyanistes caeruleus,20429,X,FR-A,,Bois d'Ernolsheim,48.7955,7.3809457,12-26-2014,03:00 PM,eBird - Traveling Count,120,1,3,,1
S19957523,Blue Tit,Cyanistes caeruleus,20429,X,CH-GE,,Bois de Chancy,46.1343336,5.9645784,09-27-2014,04:30 PM,eBird - Traveling Count,150,1,3,,3,,,while doing some geocatching
S24535737,Blue Tit,Cyanistes caeruleus,20429,1,FR-H,,Bonifacio,41.3878773,9.1639709,08-03-2015,10:46 AM,eBird - Traveling Count,310,1,5,,5,,,Submitted from  BirdLog Euro for Android v1.9.6
S22659134,Blue Tit,Cyanistes caeruleus,20429,X,CH-VD,,Canal de la Broye,46.9782721,7.046957,04-03-2015,04:00 PM,eBird - Traveling Count,45,1,2,,2,,,Submitted from  BirdLog Euro for Android v1.9.6
S24451819,Blue Tit,Cyanistes caeruleus,20429,X,FR-H,,Cargese,42.1346457,8.596361,08-01-2015,,eBird - Casual Observation,0,0,,,,,,"from Institut scientifique, Cargese"
S21301862,Blue Tit,Cyanistes caeruleus,20429,X,CH-VD,,Chablais de Cudrefin,46.9749741,7.042923,01-11-2015,01:00 PM,eBird - Traveling Count,60,1,2,,2
S24731607,Blue Tit,Cyanistes caeruleus,20429,X,CH-VD,,Chablais de Cudrefin,46.9749741,7.042923,08-23-2015,01:53 PM,eBird - Traveling Count,120,1,2,,1,,,Submitted from  BirdLog Euro for Android v1.9.6
S20804817,Blue Tit,Cyanistes caeruleus,20429,1,CH-VD,,Champ Pittet,46.7847663,6.6667593,12-06-2014,01:53 PM,eBird - Traveling Count,110,1,2,,2,,,Submitted from  BirdLog Euro for Android v1.9.6
S20974372,Blue Tit,Cyanistes caeruleus,20429,1,CH-VD,,Champ Pittet,46.7847663,6.6667593,12-20-2014,12:30 PM,eBird - Traveling Count,75,1,1,,4,,,"Avec Améline & Raphaël, et Débora, sur la route d'Alsace !"
S21612302,Blue Tit,Cyanistes caeruleus,20429,X,CH-VD,,Champ Pittet,46.7847663,6.6667593,01-31-2015,03:00 PM,eBird - Traveling Count,30,1,.5,,2
S22655564,Blue Tit,Cyanistes caeruleus,20429,X,CH-VD,,Champ Pittet,46.7847663,6.6667593,04-03-2015,12:38 PM,eBird - Traveling Count,75,1,1.5,,2,,,Submitted from  BirdLog Euro for Android v1.9.6
S23796236,Blue Tit,Cyanistes caeruleus,20429,X,CH-VD,,Champ Pittet,46.7847663,6.6667593,06-06-2015,09:52 AM,eBird - Stationary Count,78,1,,,2,,,Submitted from  BirdLog Euro for Android v1.9.6
S23067520,Blue Tit,Cyanistes caeruleus,20429,2,FR-A,,Champ du Feu,48.39438,7.26909,04-26-2015,07:31 AM,eBird - Traveling Count,90,1,2,,1,,,Submitted from  BirdLog Euro for Android v1.9.6
S23172546,Blue Tit,Cyanistes caeruleus,20429,1,CH-VD,,Champs Corbes,46.50156,6.41977,05-02-2015,07:57 AM,eBird - Traveling Count,47,1,1.4,,2,,,Submitted from  BirdLog Euro for Android v1.9.6
S20801845,Blue Tit,Cyanistes caeruleus,20429,5,CH-VD,,Chavornay gravel pits,46.7199382,6.5661764,12-06-2014,11:16 AM,eBird - Traveling Count,110,1,2,,2,,,Submitted from  BirdLog Euro for Android v1.9.6
S20974068,Blue Tit,Cyanistes caeruleus,20429,2,CH-VD,,Chavornay gravel pits,46.7199382,6.5661764,12-20-2014,10:30 AM,eBird - Traveling Count,60,1,1,,3,,,Avec Améline & Raphaël sur la route d'Alsace !
S22654549,Blue Tit,Cyanistes caeruleus,20429,1,CH-VD,,Chavornay gravel pits,46.7199382,6.5661764,04-03-2015,09:48 AM,eBird - Traveling Count,60,1,.5,,2,,,Submitted from  BirdLog Euro for Android v1.9.6
S24277114,Blue Tit,Cyanistes caeruleus,20429,X,CH-VD,,Chavornay gravel pits,46.7199382,6.5661764,07-15-2015,06:36 PM,eBird - Traveling Count,136,1,3,,1,,,Submitted from  BirdLog Euro for Android v1.9.6
S24714704,Blue Tit,Cyanistes caeruleus,20429,5,CH-VD,,Chavornay gravel pits,46.7199382,6.5661764,08-22-2015,07:02 AM,eBird - Traveling Count,82,1,1,,2,,,Submitted from  BirdLog Euro for Android v1.9.6
S24739557,Blue Tit,Cyanistes caeruleus,20429,X,CH-VD,,Chavornay gravel pits,46.7199382,6.5661764,08-24-2015,09:11 AM,eBird - Stationary Count,127,1,,,2,,,Submitted from  BirdLog Euro for Android v1.9.6
S19626203,Blue Tit,Cyanistes caeruleus,20429,X,HR-08,,Cizici,45.1700267,14.6063018,08-31-2014,08:00 AM,eBird - Casual Observation,0,1,,,1
S24535744,Blue Tit,Cyanistes caeruleus,20429,1,FR-H,,Corte,42.3091489,9.1500878,08-05-2015,12:04 PM,eBird - Casual Observation,0,1,,,5,,,Submitted from  BirdLog Euro for Android v1.9.6
S19746667,Blue Tit,Cyanistes caeruleus,20429,X,IT-45,,Delta del Po--Oasi di Canneviè e Porticino,44.8065692,12.2526827,09-05-2014,03:00 PM,eBird - Traveling Count,120,1,4,,2,,,Very nice small reserve with a lot of birdhide
S23720018,Blue Tit,Cyanistes caeruleus,20429,X,FR-U,,Domaine des Courmettes,43.7179851,7.0194268,05-30-2015,08:40 AM,eBird - Traveling Count,140,1,5,,4,,,Birding Week - Avec Jasper
S23718567,Blue Tit,Cyanistes caeruleus,20429,X,FR-U,,Domaine des Courmettes,43.7179851,7.0194268,05-31-2015,07:51 AM,eBird - Traveling Count,338,1,10,,4,,,Submitted from  BirdLog Euro for Android v1.9.6
S22858342,Blue Tit,Cyanistes caeruleus,20429,2,AT-9,,Donaupark,48.23919,16.41203,04-14-2015,02:55 PM,eBird - Traveling Count,32,1,1.5,,1,,,Submitted from  BirdLog Euro for Android v1.9.6
S21821365,Blue Tit,Cyanistes caeruleus,20429,X,CH-VD,,Débarcadère,46.5086718,6.5613377,02-14-2015,12:00 PM,eBird - Stationary Count,30,1,,,3
S24326142,Blue Tit,Cyanistes caeruleus,20429,4,FR-H,,Embouchure de l'Ostriconi,42.6589019,9.0592039,07-19-2015,06:41 AM,eBird - Traveling Count,200,1,7,,2,,,punta liatoghju Submitted from  BirdLog Euro for Android v1.9.6
S24640122,Blue Tit,Cyanistes caeruleus,20429,5,CH-VD,,Embouchure de la Chamberonne,46.5171333,6.5867543,08-16-2015,08:09 AM,eBird - Stationary Count,19,1,,,2,,,Submitted from  BirdLog Euro for Android v1.9.6
S24440193,Blue Tit,Cyanistes caeruleus,20429,X,FR-H,,Embouchure du Liamone,42.0779351,8.7202048,07-30-2015,06:49 PM,eBird - Casual Observation,0,1,,,4,,,"Took the canoe (1h). See many specie on the morning (harrier, sparrowhawk, plover,...) and the heron on the evening late.  Submitted from  BirdLog Euro for Android v1.9.6"
S24612979,Blue Tit,Cyanistes caeruleus,20429,1,FR-H,,Embouchure du Tagnone,42.1031579,9.5477843,08-05-2015,06:09 AM,eBird - Traveling Count,56,1,1,,1,,,Submitted from  BirdLog Euro for Android v1.9.6
S23796238,Blue Tit,Cyanistes caeruleus,20429,1,CH-VD,,Etang de la STEP des Tuileries,46.79819,6.63319,06-06-2015,08:00 AM,eBird - Stationary Count,24,1,,,2,,,Submitted from  BirdLog Euro for Android v1.9.6
S22659002,Blue Tit,Cyanistes caeruleus,20429,X,CH-BE,,Fanel Nature Reserve,46.9814821,7.0422792,04-03-2015,04:15 PM,eBird - Stationary Count,45,1,,,2,,,Submitted from  BirdLog Euro for Android v1.9.6
S24239853,Blue Tit,Cyanistes caeruleus,20429,X,CH-BE,,Fanel Nature Reserve,46.9814821,7.0422792,07-12-2015,12:06 PM,eBird - Traveling Count,221,1,4,,2,,,Submitted from  BirdLog Euro for Android v1.9.6
S23496535,Blue Tit,Cyanistes caeruleus,20429,X,FR-D,,Ferme de la Chaux,47.2182,4.67157,05-16-2015,08:26 AM,eBird - Casual Observation,0,1,,,1,,,Submitted from  BirdLog Euro for Android v1.9.6
S22802574,Blue Tit,Cyanistes caeruleus,20429,15,CH-AG,,Flachsee,47.3281194,8.3685243,04-11-2015,04:35 PM,eBird - Traveling Count,195,1,4.8,,2,,,"- <b>Weather:</b> 19°C, sunny, warm... nice weather for a nice day !  - <b>Path:</b> Started at the souhtern path and walk north on the western side of the river"
S19746102,Blue Tit,Cyanistes caeruleus,20429,X,IT-36,,"Foce dell'Isonzo e Isola della Cona, Riserva Naturale",45.7554093,13.4990644,09-01-2014,12:00 PM,eBird - Traveling Count,240,1,4,,2
S24326089,Blue Tit,Cyanistes caeruleus,20429,5,FR-H,,Fornali--sentier du littoral,42.6856217,9.2789948,07-18-2015,06:59 PM,eBird - Traveling Count,114,1,6,,2,,min.,Submitted from  BirdLog Euro for Android v1.9.6
S24396869,Blue Tit,Cyanistes caeruleus,20429,2,FR-H,,Forêt communale de Moltifao,42.46719,9.14344,07-26-2015,07:12 AM,eBird - Traveling Count,45,1,1.65,,4,,,Submitted from  BirdLog Euro for Android v1.9.6
S24396822,Blue Tit,Cyanistes caeruleus,20429,1,FR-H,,"France, Corse, Col de Sévi",42.2226455,8.8295351,07-24-2015,06:21 PM,eBird - Stationary Count,15,1,,,2,,,Submitted from  BirdLog Euro for Android v1.9.6
S24396880,Blue Tit,Cyanistes caeruleus,20429,X,FR-H,,"France, Corse, Forêt territoriale d'Aïtone",42.2616844,8.8382113,07-27-2015,07:21 AM,eBird - Traveling Count,41,1,3,,4,,,"Chemin des châtaigniers, partie haute vers la cascade  Submitted from  BirdLog Euro for Android v1.9.6"
S23738004,Blue Tit,Cyanistes caeruleus,20429,X,FR-U,,"France06, Parc de Vaugrenier",43.6242714,7.1248484,06-01-2015,10:57 AM,eBird - Traveling Count,45,1,1,,3,,,Submitted from  BirdLog Euro for Android v1.9.6
S23593236,Blue Tit,Cyanistes caeruleus,20429,1,CH-VS,,Graviere de Solioz,46.2504,7.44176,05-23-2015,10:11 AM,eBird - Traveling Count,60,1,3,,2,,,Submitted from  BirdLog Euro for Android v1.9.6
S23035394,Blue Tit,Cyanistes caeruleus,20429,X,CH-VD,,Gravière de Colliare,46.5918229,6.5352184,04-24-2015,06:50 PM,eBird - Traveling Count,20,1,.1,,2,,,Important nesting area for the European bee-eater. 2 couple have been saw there recently...  http://www.ornitho.ch/index.php?m_id&#61;54&id&#61;9570348  I haven't see any and I might have come to late in the day...   Submitted from  BirdLog Euro for Android v1.9.6
S23438923,Blue Tit,Cyanistes caeruleus,20429,2,CH-VD,,Gravière de Colliare,46.5918229,6.5352184,05-14-2015,10:16 AM,eBird - Stationary Count,44,1,,,2,CN {0}--Carrying Nesting Material,,You can find plover nesting in this hotspot according to poster displayed around  Submitted from  BirdLog Euro for Android v1.9.6
S23631678,Blue Tit,Cyanistes caeruleus,20429,X,CH-VS,,Guttet-Feschel,46.32495,7.66563,05-25-2015,03:55 PM,eBird - Traveling Count,27,1,1,,2,,,Submitted from  BirdLog Euro for Android v1.9.6
S23980472,Blue Tit,Cyanistes caeruleus,20429,X,FR-A,,Judenmatten,47.78035,7.16164,06-20-2015,10:40 AM,eBird - Traveling Count,45,1,10,,2,,,Submitted from  BirdLog Euro for Android v1.9.6
S24731585,Blue Tit,Cyanistes caeruleus,20429,2,FR-A,,Judenmatten,47.78035,7.16164,08-23-2015,09:15 AM,eBird - Traveling Count,45,1,1,,3,,,Submitted from  BirdLog Euro for Android v1.9.6
S22801570,Blue Tit,Cyanistes caeruleus,20429,X,CH-AG,,Klingnauer Stausee,47.585521,8.2337809,04-11-2015,08:00 AM,eBird - Traveling Count,450,1,6,,2,,,"- <b>Weather:</b> 19°C, overcast, sunlight light rain (&#61; rainbow) around 15:00  - <b>Path:</b> Along west side of the lake. with a small detour in the forest up north"
S19852024,Blue Tit,Cyanistes caeruleus,20429,X,FR-V,,LPO Migrant Bird Count,46.1171455,5.91492,09-16-2014,02:30 PM,eBird - Stationary Count,240,1,,,4,,,Part of the Migrant Bird Count of the LPO (Ligue de la Protection de Oiseaux)
S19868718,Blue Tit,Cyanistes caeruleus,20429,X,FR-V,,LPO Migrant Bird Count,46.1171455,5.91492,09-17-2014,03:00 PM,eBird - Stationary Count,180,1,,,3
S23195894,Blue Tit,Cyanistes caeruleus,20429,2,CH-FR,,Lac de Montsalvens,46.6163723,7.1474648,05-03-2015,02:46 PM,eBird - Traveling Count,107,1,3,,1,,,Submitted from  BirdLog Euro for Android v1.9.6
S23593173,Blue Tit,Cyanistes caeruleus,20429,1,CH-VS,,Lac de la Breche,46.25623,7.4479,05-23-2015,11:23 AM,eBird - Traveling Count,10,1,.5,,2,,,Submitted from  BirdLog Euro for Android v1.9.6
S23902462,Blue Tit,Cyanistes caeruleus,20429,X,CH-VD,,Lausanne,46.5207804,6.6362143,06-14-2015,,eBird - Casual Observation,0,0
S23593267,Blue Tit,Cyanistes caeruleus,20429,1,CH-VS,,Le Verney,46.117588,7.0765257,05-23-2015,08:37 AM,eBird - Traveling Count,60,1,1,,2,,,Submitted from  BirdLog Euro for Android v1.9.6
S24533427,Blue Tit,Cyanistes caeruleus,20429,X,FR-U,,Les Courmettes,43.718179,7.019191,08-08-2015,,eBird - Casual Observation,0,0,,,3,,,with pit
S24708476,Blue Tit,Cyanistes caeruleus,20429,2,CH-VD,,Les Grangettes -- Embouchure du Grand Canal,46.3968065,6.8875372,08-21-2015,06:20 PM,eBird - Stationary Count,30,1,,,1,,,Submitted from  BirdLog Euro for Android v1.9.6
S24708472,Blue Tit,Cyanistes caeruleus,20429,3,CH-VD,,Les Grangettes -- Lagune des Saviez,46.3946681,6.9170469,08-21-2015,07:01 PM,eBird - Stationary Count,23,1,,,1,,,Submitted from  BirdLog Euro for Android v1.9.6
S22724167,Blue Tit,Cyanistes caeruleus,20429,12,CH-VD,,Les Grangettes Nature Reserve,46.3947791,6.9187689,04-06-2015,11:05 AM,eBird - Traveling Count,300,1,5,,3,,,"- <b>Weather:</b> really nice sunny weather, not a cloud. around 15°C  - <b>Path:</b> See map below for the path. Point 1 is at the tour. Point 2 is ""Chez Bonnet"" and point 3 is the embouchure.  <img src=""http://api.tiles.mapbox.com/v4/rafnuss.lhm06cf3/6.903457,46.394086,14/600x300.png?access_token&#61;pk.eyJ1IjoicmFmbnVzcyIsImEiOiIzMVE1dnc0In0.3FNMKIlQ_afYktqki-6m0g"" alt=""Mapbox Map of 6.903457,46.394086"" />  <a href=""https://www.mapbox.com/about/maps/"">© Mapbox © OpenStreetMap</a>  - <b>Other species: </b>Species recorded on <a href=""http://www.ornitho.ch/index.php?m_id&#61;5&sp_DChoice&#61;offset&sp_DOffset&#61;5&sp_SChoice&#61;all&sp_PChoice&#61;coord&sp_CoordCH%5BN%5D&#61;140000&sp_CoordCH%5BW%5D&#61;555000&sp_CoordCH%5BS%5D&#61;137000&sp_CoordCH%5BE%5D&#61;561000&sp_FChoice&#61;list&showback&#61;stor""> ornitho.ch</a> at this location include horned grebe (4), black necked grebe (1), marsh harrier (1), water rail (1), ruff (1), spotted redshank (2), common house-martin and water pipit.  - <b>private note: </b>with Aurélie when Noémie left"
S24324927,Blue Tit,Cyanistes caeruleus,20429,8,CH-VD,,Les Grangettes Nature Reserve,46.3947791,6.9187689,07-16-2015,08:56 AM,eBird - Traveling Count,261,1,8,,1,,,Submitted from  BirdLog Euro for Android v1.9.6
S20254938,Blue Tit,Cyanistes caeruleus,20429,X,FR-V,,Les Pertes de la Valserine,46.1235427,5.8208549,10-17-2014,10:00 AM,eBird - Traveling Count,60,1,2,,2
S23606600,Blue Tit,Cyanistes caeruleus,20429,3,CH-VS,,Leukerbad,46.38127,7.62758,05-24-2015,06:12 AM,eBird - Traveling Count,156,1,3,,2,,,Submitted from  BirdLog Euro for Android v1.9.6
S23622165,Blue Tit,Cyanistes caeruleus,20429,X,CH-VS,,Leukerbad,46.38127,7.62758,05-25-2015,07:05 AM,eBird - Traveling Count,95,1,5,,2,,,Submitted from  BirdLog Euro for Android v1.9.6
S24396910,Blue Tit,Cyanistes caeruleus,20429,X,FR-H,,Lozzi,42.34431,9.00409,07-26-2015,02:25 PM,eBird - Traveling Count,58,1,2,,1,,,Walk from the two camping (upper part of the town) to the river down.  Submitted from  BirdLog Euro for Android v1.9.6
S21536647,Blue Tit,Cyanistes caeruleus,20429,X,CH-VD,,Lutz,46.2196445,7.0157576,01-25-2015,,eBird - Casual Observation,0,0
S20401104,Blue Tit,Cyanistes caeruleus,20429,X,CH-GE,,Marais de Sionnet,46.2320674,6.2386302,10-31-2014,12:30 PM,eBird - Traveling Count,150,1,3,,2,,,Petit marais - avec Raphaël
